id,Sex,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Calories,Cluster
643418,female,61,176.0,75.0,15.0,95.0,40.4,80.0,1
664108,female,32,181.0,77.0,17.0,102.0,40.5,94.0,1
222573,female,40,169.0,64.0,17.0,105.0,40.1,101.0,1
393408,male,21,187.0,82.0,17.0,102.0,40.2,85.0,1
609706,male,34,189.0,95.0,12.0,99.0,39.9,64.0,0
107869,male,35,187.0,88.0,23.0,99.0,40.8,123.0,1
310664,male,51,192.0,95.0,21.0,100.0,40.4,135.0,1
716817,female,48,156.0,61.0,12.0,99.0,40.2,67.0,1
27305,male,34,177.0,76.0,28.0,103.0,41.2,156.0,1
317866,female,40,166.0,64.0,19.0,97.0,40.2,100.0,1
401955,female,44,167.0,64.0,20.0,104.0,40.7,123.0,1
217487,female,60,163.0,57.0,27.0,109.0,41.0,189.0,1
359478,male,48,191.0,84.0,16.0,92.0,40.3,75.0,0
721505,male,45,198.0,101.0,17.0,99.0,40.5,106.0,1
213460,female,22,168.0,68.0,30.0,107.0,40.9,178.0,1
440262,male,39,181.0,84.0,7.0,88.0,39.4,26.0,0
365590,female,75,170.0,68.0,20.0,98.0,40.5,118.0,1
672008,female,75,168.0,70.0,4.0,79.0,38.7,15.0,0
75634,female,50,163.0,60.0,11.0,103.0,39.8,69.0,0
71391,male,21,188.0,88.0,9.0,88.0,39.8,29.0,0
342592,female,47,183.0,81.0,22.0,98.0,40.4,120.0,1
744866,female,26,159.0,56.0,14.0,85.0,40.2,55.0,0
14194,male,69,184.0,88.0,27.0,104.0,40.7,195.0,1
439431,female,48,173.0,72.0,14.0,91.0,40.3,67.0,0
90060,male,64,183.0,82.0,2.0,81.0,38.1,7.0,0
208036,male,42,182.0,85.0,14.0,101.0,40.3,81.0,1
350855,female,54,169.0,71.0,6.0,90.0,39.4,27.0,0
723362,male,65,174.0,77.0,1.0,82.0,38.0,4.0,0
653240,female,54,148.0,55.0,7.0,86.0,39.4,31.0,0
361196,male,29,182.0,90.0,12.0,90.0,40.2,49.0,0
201900,male,33,182.0,82.0,25.0,109.0,40.9,163.0,1
183200,female,30,155.0,57.0,24.0,100.0,40.2,133.0,1
117893,male,65,174.0,81.0,27.0,103.0,40.6,175.0,1
533029,female,56,181.0,80.0,21.0,107.0,40.4,144.0,1
30725,female,44,169.0,69.0,20.0,99.0,40.6,109.0,1
505729,female,26,161.0,60.0,4.0,82.0,39.2,14.0,0
339602,male,64,182.0,91.0,12.0,90.0,40.5,65.0,0
542281,female,44,162.0,64.0,20.0,99.0,40.9,113.0,1
346665,male,59,169.0,76.0,6.0,85.0,39.1,25.0,0
363190,male,40,173.0,74.0,21.0,104.0,40.6,129.0,1
10956,female,25,156.0,60.0,28.0,110.0,40.5,181.0,1
216774,male,40,194.0,90.0,4.0,86.0,39.1,16.0,0
630765,male,31,193.0,95.0,19.0,105.0,40.5,112.0,1
34090,male,42,212.0,104.0,22.0,108.0,40.5,166.0,1
198149,male,54,182.0,92.0,28.0,104.0,41.0,191.0,1
596532,male,23,187.0,87.0,17.0,98.0,40.2,85.0,1
183330,female,21,154.0,56.0,4.0,80.0,38.9,12.0,0
467258,male,26,181.0,79.0,28.0,108.0,40.8,172.0,1
676674,male,25,188.0,87.0,27.0,103.0,40.8,150.0,1
210193,male,22,184.0,87.0,2.0,84.0,37.7,4.0,0
356956,male,61,191.0,94.0,9.0,77.0,39.4,27.0,0
658384,female,28,154.0,55.0,14.0,95.0,40.3,71.0,1
509926,female,23,191.0,92.0,15.0,93.0,40.1,62.0,0
726965,male,32,179.0,80.0,3.0,81.0,38.7,6.0,0
451865,female,44,175.0,65.0,23.0,100.0,40.7,132.0,1
522671,female,21,169.0,63.0,8.0,87.0,39.8,32.0,0
363669,female,30,162.0,58.0,11.0,92.0,39.8,50.0,0
210377,male,35,195.0,100.0,13.0,93.0,39.9,61.0,0
349579,female,35,163.0,66.0,21.0,101.0,40.7,117.0,1
408626,female,21,169.0,68.0,21.0,107.0,40.5,123.0,1
534881,male,70,186.0,91.0,27.0,108.0,40.6,223.0,1
112330,female,24,172.0,66.0,1.0,78.0,37.6,4.0,0
553259,male,48,181.0,87.0,20.0,101.0,40.4,122.0,1
58912,male,27,176.0,75.0,13.0,91.0,40.0,49.0,0
604613,female,42,164.0,61.0,6.0,83.0,39.3,21.0,0
726634,male,28,201.0,104.0,28.0,104.0,40.8,172.0,1
329808,female,31,165.0,59.0,22.0,98.0,40.6,117.0,1
436742,male,38,189.0,91.0,2.0,85.0,38.3,7.0,0
95796,female,26,171.0,65.0,5.0,80.0,39.2,17.0,0
68347,male,28,188.0,91.0,15.0,102.0,40.1,83.0,1
137197,female,71,175.0,71.0,16.0,93.0,40.5,86.0,1
497054,female,64,160.0,56.0,27.0,108.0,40.8,191.0,1
258912,male,38,184.0,89.0,6.0,88.0,39.4,23.0,0
274016,male,26,193.0,93.0,15.0,98.0,40.0,73.0,0
152894,male,43,174.0,78.0,24.0,105.0,40.7,150.0,1
83694,male,50,181.0,81.0,22.0,106.0,40.7,151.0,1
204126,female,25,165.0,62.0,3.0,76.0,38.9,10.0,0
396320,male,54,199.0,102.0,7.0,90.0,39.5,36.0,0
553755,male,26,191.0,91.0,24.0,106.0,40.4,141.0,1
630560,female,44,174.0,73.0,8.0,91.0,39.5,36.0,0
388767,female,50,150.0,51.0,7.0,91.0,39.7,35.0,0
413383,male,25,184.0,91.0,4.0,91.0,39.1,12.0,0
256991,male,38,193.0,99.0,6.0,91.0,39.4,27.0,0
83293,female,64,161.0,63.0,27.0,111.0,40.8,194.0,1
556789,male,64,181.0,87.0,16.0,94.0,40.2,90.0,1
160739,female,32,168.0,64.0,2.0,85.0,39.0,8.0,0
580324,female,38,169.0,67.0,9.0,91.0,39.6,40.0,0
407532,male,20,193.0,98.0,4.0,92.0,38.9,16.0,0
304162,male,29,179.0,83.0,24.0,104.0,40.8,138.0,1
167137,male,51,183.0,85.0,25.0,96.0,40.5,139.0,1
81648,female,73,158.0,58.0,6.0,95.0,39.4,38.0,0
118946,female,20,177.0,71.0,3.0,78.0,39.0,8.0,0
2704,male,79,182.0,91.0,18.0,93.0,40.7,115.0,1
178035,female,28,163.0,60.0,29.0,105.0,40.8,174.0,1
452753,female,36,172.0,68.0,8.0,92.0,39.5,39.0,0
640415,female,63,175.0,73.0,30.0,116.0,40.9,226.0,1
576088,male,56,193.0,99.0,6.0,86.0,39.3,28.0,0
727573,female,30,167.0,62.0,11.0,93.0,40.0,53.0,0
225508,female,22,164.0,62.0,17.0,106.0,40.4,99.0,1
313095,male,59,193.0,102.0,3.0,77.0,38.1,9.0,0
524799,female,54,162.0,60.0,14.0,93.0,40.3,71.0,0
595377,male,32,193.0,94.0,4.0,88.0,38.7,15.0,0
631594,female,54,184.0,81.0,9.0,88.0,39.8,39.0,0
480562,male,21,183.0,82.0,25.0,117.0,40.8,165.0,1
417026,male,33,197.0,97.0,2.0,83.0,38.1,6.0,0
359990,male,20,176.0,77.0,23.0,104.0,40.5,119.0,1
148355,male,34,179.0,81.0,21.0,101.0,40.7,111.0,1
24103,female,21,163.0,60.0,10.0,91.0,39.7,41.0,0
60805,male,59,184.0,80.0,5.0,81.0,39.0,17.0,0
364431,male,26,177.0,82.0,25.0,114.0,40.7,184.0,1
475144,female,26,173.0,67.0,5.0,79.0,39.3,17.0,0
428422,female,24,172.0,70.0,14.0,94.0,40.1,66.0,0
346620,male,53,179.0,78.0,16.0,95.0,40.5,89.0,1
22144,male,20,194.0,92.0,13.0,95.0,40.1,56.0,0
421890,male,64,187.0,98.0,29.0,103.0,41.1,223.0,1
215639,female,34,161.0,60.0,3.0,86.0,38.7,12.0,0
435498,male,35,198.0,102.0,29.0,106.0,40.7,194.0,1
417733,male,25,169.0,73.0,14.0,89.0,40.2,55.0,0
111565,female,70,166.0,65.0,15.0,90.0,40.0,76.0,0
300956,female,55,160.0,61.0,19.0,93.0,40.4,98.0,1
162987,male,39,184.0,88.0,24.0,104.0,40.6,153.0,1
195797,female,31,169.0,66.0,23.0,103.0,40.5,137.0,1
91020,female,21,161.0,55.0,5.0,88.0,39.1,22.0,0
489926,male,57,187.0,93.0,2.0,87.0,38.1,8.0,0
218368,male,31,180.0,79.0,10.0,89.0,39.9,33.0,0
21655,male,24,192.0,88.0,5.0,84.0,39.0,12.0,0
488073,male,43,181.0,79.0,5.0,91.0,39.0,23.0,0
733589,female,48,161.0,60.0,16.0,94.0,40.4,82.0,1
470363,male,55,191.0,98.0,5.0,84.0,39.1,22.0,0
324813,male,64,182.0,79.0,20.0,97.0,40.2,123.0,1
697705,female,59,165.0,64.0,22.0,102.0,40.5,138.0,1
455807,male,24,176.0,79.0,7.0,88.0,39.4,21.0,0
684214,male,29,174.0,75.0,22.0,103.0,40.9,116.0,1
217359,male,21,177.0,77.0,21.0,96.0,40.7,77.0,1
348762,male,39,195.0,100.0,15.0,97.0,40.0,79.0,0
233121,female,24,166.0,61.0,27.0,102.0,40.7,151.0,1
648263,female,39,165.0,65.0,25.0,110.0,40.8,166.0,1
304525,female,45,189.0,84.0,8.0,88.0,39.5,35.0,0
249146,male,38,183.0,87.0,28.0,110.0,40.9,196.0,1
187783,female,24,166.0,60.0,4.0,87.0,38.8,16.0,0
489906,female,21,172.0,66.0,2.0,85.0,38.1,5.0,0
489726,male,51,192.0,91.0,2.0,81.0,38.5,7.0,0
645987,male,57,180.0,86.0,24.0,97.0,40.7,148.0,1
285470,female,66,164.0,61.0,11.0,92.0,40.1,59.0,0
332971,female,21,159.0,59.0,1.0,80.0,37.9,4.0,0
462703,female,72,163.0,66.0,13.0,94.0,40.2,75.0,0
413618,female,46,161.0,63.0,12.0,88.0,40.2,53.0,0
37586,female,75,155.0,56.0,12.0,85.0,40.0,60.0,0
693533,female,27,176.0,68.0,5.0,82.0,39.4,18.0,0
407620,female,33,165.0,61.0,27.0,105.0,40.9,158.0,1
376205,female,55,157.0,57.0,25.0,107.0,40.9,171.0,1
91581,female,27,163.0,66.0,20.0,99.0,40.5,106.0,1
14098,male,50,179.0,79.0,20.0,111.0,40.7,153.0,1
79953,male,44,178.0,88.0,18.0,104.0,40.4,110.0,1
486785,female,54,161.0,63.0,13.0,90.0,39.7,65.0,0
460516,female,42,179.0,73.0,7.0,81.0,39.8,26.0,0
306452,male,45,203.0,111.0,15.0,102.0,40.1,104.0,1
384580,male,54,179.0,80.0,3.0,92.0,38.5,14.0,0
33452,female,66,173.0,69.0,25.0,102.0,40.6,153.0,1
243153,female,26,167.0,65.0,27.0,104.0,40.9,159.0,1
665594,male,35,200.0,98.0,11.0,93.0,39.9,54.0,0
152799,female,40,179.0,71.0,12.0,100.0,39.8,64.0,0
162903,male,24,193.0,102.0,4.0,87.0,39.0,13.0,0
24816,male,33,176.0,73.0,20.0,98.0,40.4,92.0,1
621737,female,21,163.0,60.0,21.0,97.0,40.4,98.0,1
300380,male,35,176.0,76.0,17.0,108.0,39.9,110.0,1
213305,male,28,187.0,85.0,3.0,92.0,38.7,11.0,0
554889,female,32,166.0,63.0,29.0,107.0,40.9,184.0,1
344649,male,31,186.0,89.0,4.0,82.0,38.6,11.0,0
74546,male,48,202.0,104.0,5.0,80.0,39.0,19.0,0
339886,female,51,169.0,71.0,9.0,94.0,39.7,45.0,0
231312,female,50,168.0,64.0,1.0,82.0,37.9,4.0,0
168508,male,74,187.0,92.0,8.0,90.0,39.5,48.0,0
310924,male,64,193.0,103.0,19.0,97.0,40.5,123.0,1
278548,female,64,163.0,59.0,6.0,89.0,39.2,28.0,0
150628,male,21,162.0,59.0,5.0,78.0,39.0,8.0,0
50187,female,34,178.0,71.0,9.0,95.0,39.7,44.0,0
232322,male,48,187.0,88.0,9.0,95.0,39.8,48.0,0
311264,male,64,176.0,82.0,12.0,87.0,40.3,58.0,0
424998,female,61,170.0,65.0,9.0,88.0,39.4,42.0,0
470530,female,57,168.0,68.0,14.0,92.0,40.3,69.0,0
418540,male,53,179.0,82.0,7.0,83.0,39.4,26.0,0
172544,male,20,202.0,104.0,22.0,97.0,40.7,98.0,1
470357,female,51,160.0,63.0,18.0,93.0,40.5,92.0,1
677561,female,23,158.0,59.0,21.0,108.0,40.8,133.0,1
454900,male,50,191.0,96.0,13.0,95.0,40.5,73.0,0
247139,male,28,177.0,73.0,2.0,76.0,38.1,3.0,0
144073,male,37,188.0,86.0,29.0,111.0,41.0,212.0,1
694348,female,24,177.0,74.0,5.0,83.0,39.0,14.0,0
461893,female,58,176.0,77.0,9.0,88.0,39.8,39.0,0
27382,male,54,176.0,77.0,7.0,83.0,39.7,26.0,0
488873,female,40,182.0,74.0,26.0,102.0,41.0,151.0,1
118017,female,24,152.0,50.0,8.0,95.0,39.5,42.0,0
23673,female,29,168.0,63.0,14.0,92.0,40.4,65.0,0
705230,male,52,174.0,77.0,21.0,105.0,40.6,145.0,1
273282,male,29,183.0,82.0,17.0,98.0,40.5,83.0,1
185536,male,32,187.0,88.0,13.0,94.0,40.4,60.0,0
70601,male,50,200.0,103.0,15.0,90.0,40.2,76.0,0
339083,female,37,164.0,58.0,3.0,79.0,38.7,10.0,0
312280,female,40,160.0,62.0,30.0,114.0,40.6,210.0,1
120474,female,20,167.0,64.0,19.0,96.0,40.2,94.0,1
292015,female,40,160.0,62.0,19.0,99.0,40.4,111.0,1
329435,male,20,185.0,91.0,20.0,104.0,40.5,105.0,1
612164,female,21,165.0,56.0,4.0,85.0,38.7,14.0,0
487678,male,37,186.0,94.0,20.0,98.0,40.9,108.0,1
136432,female,34,173.0,66.0,14.0,87.0,39.5,55.0,0
712956,male,69,188.0,93.0,17.0,96.0,40.7,111.0,1
456348,male,64,193.0,99.0,12.0,93.0,40.1,70.0,0
609742,female,23,172.0,68.0,21.0,104.0,40.6,120.0,1
350656,male,31,188.0,83.0,14.0,99.0,40.3,69.0,1
381000,male,28,177.0,77.0,18.0,98.0,40.1,82.0,1
535496,male,24,179.0,77.0,13.0,90.0,40.0,48.0,0
414650,female,61,180.0,78.0,15.0,86.0,40.5,67.0,0
520986,female,26,148.0,54.0,13.0,97.0,40.4,67.0,1
308028,female,26,154.0,58.0,24.0,105.0,40.7,148.0,1
411070,female,42,152.0,56.0,27.0,101.0,40.8,161.0,1
669925,female,37,179.0,73.0,28.0,107.0,40.9,174.0,1
590660,male,30,196.0,93.0,4.0,87.0,38.6,13.0,0
305676,male,77,185.0,90.0,28.0,112.0,40.8,253.0,1
382111,female,26,158.0,60.0,19.0,97.0,40.6,100.0,1
94492,male,51,179.0,82.0,24.0,101.0,40.7,155.0,1
61585,male,20,200.0,97.0,27.0,103.0,40.8,144.0,1
211585,male,36,176.0,79.0,7.0,82.0,39.5,19.0,0
272345,male,39,176.0,76.0,29.0,108.0,40.9,197.0,1
642674,female,59,167.0,64.0,14.0,91.0,40.0,72.0,0
612881,female,23,156.0,54.0,26.0,107.0,40.6,162.0,1
187874,male,51,178.0,77.0,14.0,89.0,40.3,63.0,0
550358,female,26,173.0,68.0,7.0,81.0,39.7,24.0,0
148116,male,61,199.0,102.0,14.0,89.0,40.3,74.0,0
193523,female,45,172.0,64.0,17.0,98.0,40.2,94.0,1
424229,male,43,195.0,91.0,3.0,89.0,38.3,13.0,0
87260,male,41,184.0,88.0,10.0,90.0,39.8,42.0,0
738886,female,24,168.0,65.0,4.0,88.0,39.0,16.0,0
442221,female,47,169.0,66.0,6.0,85.0,39.3,25.0,0
309738,female,38,158.0,54.0,22.0,95.0,40.5,118.0,1
488943,male,20,192.0,92.0,4.0,87.0,38.8,12.0,0
325177,female,51,161.0,63.0,22.0,102.0,40.5,134.0,1
545195,female,30,159.0,54.0,18.0,97.0,40.4,96.0,1
648174,female,61,152.0,56.0,29.0,110.0,41.0,207.0,1
278270,female,42,172.0,70.0,1.0,80.0,38.1,4.0,0
332873,male,42,184.0,83.0,10.0,91.0,39.7,43.0,0
57073,female,23,151.0,56.0,22.0,91.0,40.3,96.0,1
277646,male,67,195.0,99.0,1.0,79.0,37.9,4.0,0
158230,male,52,186.0,82.0,21.0,98.0,40.6,129.0,1
245295,male,57,180.0,89.0,3.0,83.0,38.6,13.0,0
61227,male,51,196.0,99.0,26.0,108.0,40.9,198.0,1
144910,female,48,149.0,54.0,5.0,83.0,38.9,21.0,0
105238,male,27,191.0,94.0,29.0,106.0,40.8,173.0,1
504896,male,48,171.0,77.0,6.0,90.0,39.7,25.0,0
183934,male,32,178.0,79.0,29.0,99.0,40.9,161.0,1
698448,male,42,184.0,89.0,13.0,93.0,40.1,63.0,0
455559,male,67,194.0,98.0,2.0,82.0,38.2,7.0,0
666066,male,24,176.0,75.0,19.0,96.0,40.3,72.0,1
95712,female,48,150.0,54.0,9.0,97.0,39.9,52.0,0
598609,male,35,180.0,84.0,29.0,105.0,40.8,179.0,1
227017,female,23,162.0,60.0,13.0,94.0,40.1,64.0,0
499945,male,39,190.0,89.0,28.0,106.0,41.0,184.0,1
547725,male,61,187.0,90.0,12.0,90.0,40.2,62.0,0
306694,male,64,184.0,92.0,11.0,102.0,40.4,78.0,1
584685,male,54,175.0,84.0,30.0,100.0,40.7,191.0,1
99098,female,59,155.0,56.0,13.0,96.0,40.0,73.0,0
158063,female,34,171.0,69.0,21.0,101.0,40.4,118.0,1
228815,female,28,169.0,69.0,23.0,102.0,40.7,125.0,1
106335,female,39,161.0,61.0,5.0,82.0,39.3,19.0,0
586916,female,20,164.0,64.0,13.0,95.0,40.3,58.0,0
749115,female,32,154.0,54.0,25.0,112.0,40.9,177.0,1
548898,male,24,175.0,75.0,24.0,110.0,40.5,152.0,1
523413,female,64,160.0,62.0,17.0,98.0,40.6,101.0,1
457565,male,39,177.0,79.0,26.0,101.0,40.7,146.0,1
659997,male,24,194.0,103.0,13.0,92.0,40.3,46.0,0
646288,male,25,196.0,102.0,30.0,104.0,40.8,176.0,1
698711,male,44,183.0,84.0,7.0,82.0,39.3,24.0,0
291248,male,25,169.0,65.0,15.0,93.0,40.1,63.0,0
381824,male,63,179.0,81.0,10.0,87.0,39.5,49.0,0
657050,female,44,181.0,73.0,17.0,108.0,40.6,109.0,1
363746,male,62,189.0,95.0,11.0,95.0,40.4,66.0,0
133208,female,68,170.0,66.0,14.0,101.0,40.1,88.0,1
391856,female,51,151.0,56.0,19.0,106.0,40.6,123.0,1
594655,male,43,177.0,82.0,17.0,102.0,40.2,104.0,1
456805,female,22,163.0,59.0,23.0,110.0,40.7,150.0,1
14794,male,69,191.0,88.0,11.0,86.0,39.5,54.0,0
481551,male,21,171.0,71.0,29.0,102.0,40.9,138.0,1
124528,female,49,160.0,55.0,11.0,87.0,39.7,51.0,0
540175,female,51,164.0,63.0,17.0,93.0,40.2,90.0,1
468397,female,59,171.0,64.0,6.0,84.0,39.3,24.0,0
458848,male,71,193.0,94.0,2.0,77.0,38.2,8.0,0
196963,male,61,188.0,91.0,7.0,91.0,39.4,40.0,0
745945,male,56,194.0,95.0,9.0,90.0,39.8,47.0,0
35024,female,64,161.0,61.0,28.0,106.0,41.0,191.0,1
248363,female,29,159.0,60.0,15.0,86.0,40.0,61.0,0
149523,male,20,184.0,85.0,22.0,115.0,40.4,147.0,1
321794,female,25,161.0,60.0,15.0,97.0,40.2,76.0,1
59581,male,41,186.0,88.0,21.0,107.0,40.6,142.0,1
613455,male,36,189.0,93.0,7.0,89.0,39.5,28.0,0
42717,male,27,187.0,86.0,20.0,93.0,40.7,82.0,1
162205,female,20,168.0,63.0,19.0,103.0,40.5,107.0,1
156052,male,34,194.0,97.0,18.0,97.0,40.5,92.0,1
346391,male,20,186.0,80.0,9.0,93.0,39.7,35.0,0
249136,male,31,186.0,81.0,20.0,101.0,40.5,105.0,1
83037,male,48,177.0,80.0,5.0,93.0,39.1,24.0,0
554034,male,24,180.0,77.0,29.0,103.0,40.7,152.0,1
